INCIDENT NUMBER,OFFENSE CODE,OFFENSE CODE GROUP,OFFENSE DESCRIPTION,DISTRICT,REPORTING AREA,SHOOTING,OCCURRED ON DATE,Hour,YEAR,MONTH,DAY OF WEEK,UCR PART,STREET,LAT,LONG,Location
I162035448,00301,Robbery,ROBBERY - STREET,B3,431,,05/07/2016 06:31:00 AM,6,2016,5,Saturday,Part One,ARBUTUS ST,42.28783269,-71.09016904,"(42.28783269, -71.09016904)"
I162104087,01402,Vandalism,VANDALISM,D14,939,,12/18/2016 08:00:00 AM,8,2016,12,Sunday,Part Two,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)"
I162053375,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,347,,07/03/2016 02:30:00 PM,14,2016,7,Sunday,Part Two,ADAMS ST,42.30497366,-71.06134412,"(42.30497366, -71.06134412)"
I162101390,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,379,,12/12/2016 11:34:00 PM,23,2016,12,Monday,Part One,GALLIVAN BLVD,42.283363,-71.05037781,"(42.283363, -71.05037781)"
I162103973,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,303,,12/22/2016 12:14:00 AM,0,2016,12,Thursday,Part One,ERNST ST,42.31832089,-71.0993481,"(42.31832089, -71.0993481)"
I162104050,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,117,,12/22/2016 10:28:00 AM,10,2016,12,Thursday,Part Two,STUART ST,42.35103105,-71.06373331,"(42.35103105, -71.06373331)"
I162103960,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,464,,12/21/2016 10:00:00 AM,10,2016,12,Wednesday,Part One,DONALD RD,42.29096807,-71.09010919,"(42.29096807, -71.09010919)"
I162103924,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,238,,12/21/2016 07:00:00 AM,7,2016,12,Wednesday,Part One,WENDOVER ST,42.31820434,-71.06657287,"(42.31820434, -71.06657287)"
I162103914,00301,Robbery,ROBBERY - STREET,D4,,,12/21/2016 07:23:00 PM,19,2016,12,Wednesday,Part One,,,,"(0E-8, 0E-8)"
I162104206,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,612,,12/22/2016 05:49:00 PM,17,2016,12,Thursday,Part Two,LONGWOOD AVE,42.33744152,-71.10428096,"(42.33744152, -71.10428096)"
I162047320,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,943,,05/16/2016 06:05:00 PM,18,2016,5,Monday,Part Two,STANDARD ST,42.27661501,-71.08029831,"(42.27661501, -71.08029831)"
I162104234,01402,Vandalism,VANDALISM,B3,438,,12/22/2016 08:30:00 AM,8,2016,12,Thursday,Part Two,SOUTHERN AVE,42.28965721,-71.07728118,"(42.28965721, -71.07728118)"
I162103592,01402,Vandalism,VANDALISM,C11,,,12/20/2016 03:59:00 PM,15,2016,12,Tuesday,Part Two,,,,"(0E-8, 0E-8)"
I162104219,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,466,,12/22/2016 07:09:00 PM,19,2016,12,Thursday,Part Two,ESTELLA ST,42.28687441,-71.09457079,"(42.28687441, -71.09457079)"
I162103941,00301,Robbery,ROBBERY - STREET,B2,309,,12/21/2016 06:30:00 PM,18,2016,12,Wednesday,Part One,CATAWBA ST,42.32004542,-71.08408182,"(42.32004542, -71.08408182)"
I162104170,01402,Vandalism,VANDALISM,E13,569,,12/22/2016 02:18:00 PM,14,2016,12,Thursday,Part Two,WASHINGTON ST,42.30424082,-71.10967183,"(42.30424082, -71.10967183)"
I162104171,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,170,,12/22/2016 04:37:00 PM,16,2016,12,Thursday,Part One,WORCESTER SQ,42.33677663,-71.07464452,"(42.33677663, -71.07464452)"
I162104190,00301,Robbery,ROBBERY - STREET,B2,328,,12/22/2016 05:31:00 PM,17,2016,12,Thursday,Part One,INTERVALE ST,42.30984689,-71.0756633,"(42.30984689, -71.0756633)"
I162104092,00351,Robbery,ROBBERY - BANK,A1,113,,12/22/2016 12:28:00 PM,12,2016,12,Thursday,Part One,WAVERLY PL,42.35239667,-71.05665492,"(42.35239667, -71.05665492)"
I162104103,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,447,,12/22/2016 12:17:00 PM,12,2016,12,Thursday,Part Two,MILLET ST,42.29528529,-71.07740522,"(42.29528529, -71.07740522)"
I162103838,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,356,,12/21/2016 03:25:00 PM,15,2016,12,Wednesday,Part One,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
I162104101,00311,Robbery,ROBBERY - COMMERCIAL,D4,151,,12/22/2016 11:19:00 AM,11,2016,12,Thursday,Part One,BERKELEY ST,42.34682759,-71.07088281,"(42.34682759, -71.07088281)"
I162104218,01402,Vandalism,VANDALISM,E18,495,,12/22/2016 06:47:00 PM,18,2016,12,Thursday,Part Two,WEST ST,42.2618765,-71.12278427,"(42.2618765, -71.12278427)"
I162038259,01402,Vandalism,VANDALISM,D4,,,05/16/2016 05:01:00 PM,17,2016,5,Monday,Part Two,,42.33362614,-71.07336417,"(42.33362614, -71.07336417)"
I162035448,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,431,,05/07/2016 06:31:00 AM,6,2016,5,Saturday,Part One,ARBUTUS ST,42.28783269,-71.09016904,"(42.28783269, -71.09016904)"
I162103861,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,397,,12/21/2016 03:30:00 PM,15,2016,12,Wednesday,Part Two,WAINWRIGHT ST,42.29109897,-71.06739349,"(42.29109897, -71.06739349)"
I162103822,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,265,,12/21/2016 03:09:00 PM,15,2016,12,Wednesday,Part Two,PERRIN ST,42.32274491,-71.07799077,"(42.32274491, -71.07799077)"
I162104181,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,12,,12/22/2016 04:30:00 PM,16,2016,12,Thursday,Part Two,BRANDYWYNE DR,42.38783615,-71.01203798,"(42.38783615, -71.01203798)"
I162104123,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,84,,12/20/2016 08:40:00 AM,8,2016,12,Tuesday,Part One,SALEM ST,42.36339791,-71.05600208,"(42.36339791, -71.05600208)"
I162103965,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,945,,12/21/2016 10:37:00 PM,22,2016,12,Wednesday,Part Two,WESTVIEW ST,42.29091867,-71.08767813,"(42.29091867, -71.08767813)"
I162104211,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,334,,12/22/2016 07:12:00 PM,19,2016,12,Thursday,Part Two,HANCOCK ST,42.31223006,-71.06391367,"(42.31223006, -71.06391367)"
I162104001,01402,Vandalism,VANDALISM,A1,115,,12/21/2016 10:20:00 PM,22,2016,12,Wednesday,Part Two,LINCOLN ST,42.35171595,-71.0582247,"(42.35171595, -71.0582247)"
I162104151,00724,Auto Theft,AUTO THEFT,B3,432,,12/22/2016 03:28:00 PM,15,2016,12,Thursday,Part One,MASCOT ST,42.28539022,-71.0845773,"(42.28539022, -71.0845773)"
I162030411,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,291,,04/19/2016 04:00:00 PM,16,2016,4,Tuesday,Part One,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
I162104394,01402,Vandalism,VANDALISM,B3,476,,12/23/2016 01:37:00 PM,13,2016,12,Friday,Part Two,BLUE HILL AVE,42.26922278,-71.09384023,"(42.26922278, -71.09384023)"
I162104173,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,438,Y,12/22/2016 04:52:00 PM,16,2016,12,Thursday,Part One,COLONIAL AVE,42.29040923,-71.07693574,"(42.29040923, -71.07693574)"
I162017338,00301,Robbery,ROBBERY - STREET,B2,291,,03/05/2016 02:07:00 AM,2,2016,3,Saturday,Part One,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
I162104425,01402,Vandalism,VANDALISM,E5,669,,12/20/2016 12:00:00 AM,0,2016,12,Tuesday,Part Two,HACKENSACK RD,42.29808151,-71.14474005,"(42.29808151, -71.14474005)"
I162104470,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,774,,12/23/2016 05:10:00 PM,17,2016,12,Friday,Part Two,COMMONWEALTH AVE,42.33836272,-71.15441001,"(42.33836272, -71.15441001)"
I162104280,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,19,,12/23/2016 12:02:00 AM,0,2016,12,Friday,Part One,SARATOGA ST,42.37864819,-71.03089238,"(42.37864819, -71.03089238)"
I162090854,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,11/05/2016 09:57:00 PM,21,2016,11,Saturday,Part Two,FRIEND ST,42.36439256,-71.06093185,"(42.36439256, -71.06093185)"
I162104274,00311,Robbery,ROBBERY - COMMERCIAL,C6,236,,12/22/2016 11:32:00 PM,23,2016,12,Thursday,Part One,BOSTON ST,42.32077172,-71.0612999,"(42.32077172, -71.0612999)"
I162104008,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,729,,12/21/2016 07:58:00 AM,7,2016,12,Wednesday,Part Two,VFW PKWY,42.28536992,-71.17244016,"(42.28536992, -71.17244016)"
I162104444,00351,Robbery,ROBBERY - BANK,D4,164,,12/23/2016 04:07:00 PM,16,2016,12,Friday,Part One,WASHINGTON ST,42.34175462,-71.0685477,"(42.34175462, -71.0685477)"
I162089405,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,75,,10/29/2016 01:30:00 AM,1,2016,10,Saturday,Part One,FRIEND ST,42.36439256,-71.06093185,"(42.36439256, -71.06093185)"
I162102397,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,25,,12/16/2016 10:15:00 AM,10,2016,12,Friday,Part One,WHITE ST,42.38053192,-71.03510439,"(42.38053192, -71.03510439)"
I162104152,01402,Vandalism,VANDALISM,D4,630,,12/22/2016 03:29:00 PM,15,2016,12,Thursday,Part Two,SAINT MARY'S ST,42.34821076,-71.10696156,"(42.34821076, -71.10696156)"
I162104398,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,288,,12/23/2016 01:59:00 PM,13,2016,12,Friday,Part Two,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
I162104378,01402,Vandalism,VANDALISM,E18,493,,12/20/2016 10:30:00 PM,22,2016,12,Tuesday,Part Two,METROPOLITAN AVE,42.26209214,-71.11670964,"(42.26209214, -71.11670964)"
I162024500,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,291,,03/29/2016 08:30:00 PM,20,2016,3,Tuesday,Part Two,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
I162018468,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,291,,03/09/2016 10:45:00 AM,10,2016,3,Wednesday,Part Two,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
I162017573,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,03/06/2016 12:15:00 AM,0,2016,3,Sunday,Part Two,FRIEND ST,42.36439256,-71.06093185,"(42.36439256, -71.06093185)"
I162104229,00311,Robbery,ROBBERY - COMMERCIAL,C6,214,,12/22/2016 07:19:00 PM,19,2016,12,Thursday,Part One,W FIFTH ST,42.33499037,-71.04854467,"(42.33499037, -71.04854467)"
I162089405,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,75,,10/29/2016 01:30:00 AM,1,2016,10,Saturday,Part One,FRIEND ST,42.36439256,-71.06093185,"(42.36439256, -71.06093185)"
I162104340,00351,Robbery,ROBBERY - BANK,A7,22,,12/23/2016 10:16:00 AM,10,2016,12,Friday,Part One,BENNINGTON ST,42.37546983,-71.03730221,"(42.37546983, -71.03730221)"
I162104269,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,495,,12/22/2016 10:50:00 PM,22,2016,12,Thursday,Part Two,HYDE PARK AVE,42.26216909,-71.12185558,"(42.26216909, -71.12185558)"
I162075747,00423,Aggravated Assault,ASSAULT - AGGRAVATED,E5,687,,09/16/2016 05:30:00 PM,17,2016,9,Friday,Part One,BELGRADE AVE,42.28606015,-71.14406047,"(42.28606015, -71.14406047)"
I162092138,00801,Simple Assault,ASSAULT - SIMPLE,B2,291,,11/10/2016 02:37:00 PM,14,2016,11,Thursday,Part Two,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
I162099273,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,75,,12/03/2016 01:55:00 AM,1,2016,12,Saturday,Part One,FRIEND ST,42.36439256,-71.06093185,"(42.36439256, -71.06093185)"
I162089521,01402,Vandalism,VANDALISM,B2,291,,11/01/2016 03:30:00 PM,15,2016,11,Tuesday,Part Two,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
I162104428,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,502,,12/23/2016 03:40:00 PM,15,2016,12,Friday,Part Two,HYDE PARK AVE,42.285945,-71.1187065,"(42.285945, -71.1187065)"
I162072140,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E5,739,,09/03/2016 12:01:00 AM,0,2016,9,Saturday,Part One,ADDINGTON RD,42.28903746,-71.16477172,"(42.28903746, -71.16477172)"
I162104299,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,280,,12/23/2016 03:18:00 AM,3,2016,12,Friday,Part Two,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
I162104407,01402,Vandalism,VANDALISM,C6,226,,12/20/2016 11:00:00 PM,23,2016,12,Tuesday,Part Two,I ST,42.33512931,-71.03996713,"(42.33512931, -71.03996713)"
I162093877,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,291,,11/16/2016 05:19:00 PM,17,2016,11,Wednesday,Part Two,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
I162104316,01402,Vandalism,VANDALISM,B2,297,,12/21/2016 04:30:00 PM,16,2016,12,Wednesday,Part Two,DALE ST,42.32074807,-71.08399434,"(42.32074807, -71.08399434)"
I162104520,00311,Robbery,ROBBERY - COMMERCIAL,D4,170,,12/23/2016 08:39:00 PM,20,2016,12,Friday,Part One,HARRISON AVE,42.33581733,-71.07404383,"(42.33581733, -71.07404383)"
I162104496,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,326,,12/23/2016 06:00:00 AM,6,2016,12,Friday,Part One,LAWRENCE AVE,42.31286677,-71.07841587,"(42.31286677, -71.07841587)"
I162104293,00724,Auto Theft,AUTO THEFT,B2,304,,12/22/2016 05:00:00 PM,17,2016,12,Thursday,Part One,WEAVER CT,42.32146105,-71.09681729,"(42.32146105, -71.09681729)"
I162104390,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,257,,12/15/2016 01:12:00 PM,13,2016,12,Thursday,Part One,JEROME ST,42.31465519,-71.06399837,"(42.31465519, -71.06399837)"
I162023041,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,03/24/2016 11:00:00 PM,23,2016,3,Thursday,Part Two,FRIEND ST,42.36439256,-71.06093185,"(42.36439256, -71.06093185)"
I162068570,00724,Auto Theft,AUTO THEFT,B2,291,,08/23/2016 06:48:00 PM,18,2016,8,Tuesday,Part One,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
I162104350,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,101,,12/23/2016 08:38:00 AM,8,2016,12,Friday,Part One,BROAD ST,42.35714883,-71.05191229,"(42.35714883, -71.05191229)"
I162104480,00301,Robbery,ROBBERY - STREET,A1,113,,12/23/2016 05:40:00 PM,17,2016,12,Friday,Part One,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
I162096518,00381,Robbery,ROBBERY - CAR JACKING,B2,,,11/26/2016 07:13:00 AM,7,2016,11,Saturday,Part One,,42.31689952,-71.07805727,"(42.31689952, -71.07805727)"
I162104478,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,146,,12/23/2016 06:53:00 PM,18,2016,12,Friday,Part Two,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.3479724, -71.07849582)"
I162104699,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,,,12/24/2016 06:30:00 PM,18,2016,12,Saturday,Part Two,,42.30344978,-71.0715395,"(42.30344978, -71.0715395)"
I162104596,01402,Vandalism,VANDALISM,C11,461,,12/23/2016 09:00:00 PM,21,2016,12,Friday,Part Two,ELDON ST,42.3032397,-71.07785396,"(42.3032397, -71.07785396)"
I162104384,00351,Robbery,ROBBERY - BANK,A1,117,,12/23/2016 01:13:00 PM,13,2016,12,Friday,Part One,STUART ST,42.35103105,-71.06373331,"(42.35103105, -71.06373331)"
I162104616,00351,Robbery,ROBBERY - BANK,A1,88,,12/24/2016 11:12:00 AM,11,2016,12,Saturday,Part One,HANOVER ST,42.36416781,-71.05407041,"(42.36416781, -71.05407041)"
I162104539,00724,Auto Theft,AUTO THEFT,D14,769,,12/23/2016 10:30:00 PM,22,2016,12,Friday,Part One,MARKET ST,42.35441899,-71.15018788,"(42.35441899, -71.15018788)"
I162104635,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,920,,12/24/2016 12:40:00 PM,12,2016,12,Saturday,Part Two,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
I162104614,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,156,,12/24/2016 10:09:00 AM,10,2016,12,Saturday,Part One,W CONCORD ST,42.33961962,-71.07699237,"(42.33961962, -71.07699237)"
I162104528,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,,12/23/2016 10:25:00 PM,22,2016,12,Friday,Part One,HANCOCK ST,42.31319382,-71.06500833,"(42.31319382, -71.06500833)"
I162104623,01402,Vandalism,VANDALISM,C11,340,,12/24/2016 10:30:00 AM,10,2016,12,Saturday,Part Two,BOWDOIN ST,42.30648026,-71.06675783,"(42.30648026, -71.06675783)"
I162104506,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,519,,12/23/2016 08:21:00 PM,20,2016,12,Friday,Part Two,PIERCE ST,42.25711406,-71.11719143,"(42.25711406, -71.11719143)"
I162104641,01402,Vandalism,VANDALISM,E13,646,,12/24/2016 07:00:00 AM,7,2016,12,Saturday,Part Two,SEDGWICK ST,42.30857295,-71.11422565,"(42.30857295, -71.11422565)"
I162104562,01402,Vandalism,VANDALISM,A1,61,,12/24/2016 01:43:00 AM,1,2016,12,Saturday,Part Two,LEGENDS WAY,42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
I162104449,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,,,12/23/2016 04:11:00 PM,16,2016,12,Friday,Part One,,,,"(0E-8, 0E-8)"
I162104709,01402,Vandalism,VANDALISM,D14,795,,12/24/2016 06:55:00 PM,18,2016,12,Saturday,Part Two,GRIGGS PL,42.35148742,-71.13660797,"(42.35148742, -71.13660797)"
I162104634,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,436,,12/23/2016 04:00:00 PM,16,2016,12,Friday,Part Two,OAKWOOD ST,42.28816223,-71.07362757,"(42.28816223, -71.07362757)"
I162104545,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,428,,12/23/2016 11:39:00 PM,23,2016,12,Friday,Part One,WOOLSON ST,42.28152196,-71.09008408,"(42.28152196, -71.09008408)"
I162104663,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,293,,12/24/2016 02:43:00 PM,14,2016,12,Saturday,Part One,WASHINGTON ST,42.32555182,-71.08797386,"(42.32555182, -71.08797386)"
I162104591,01402,Vandalism,VANDALISM,E13,307,,12/24/2016 12:00:00 AM,0,2016,12,Saturday,Part Two,WALNUT PARK,42.31534411,-71.09584709,"(42.31534411, -71.09584709)"
I162104532,00724,Auto Theft,AUTO THEFT,B3,458,,12/23/2016 08:30:00 PM,20,2016,12,Friday,Part One,WOLCOTT ST,42.30273607,-71.08248544,"(42.30273607, -71.08248544)"
I162104545,01402,Vandalism,VANDALISM,B3,428,,12/23/2016 11:39:00 PM,23,2016,12,Friday,Part Two,WOOLSON ST,42.28152196,-71.09008408,"(42.28152196, -71.09008408)"
I162104728,01402,Vandalism,VANDALISM,D4,156,,12/24/2016 09:26:00 PM,21,2016,12,Saturday,Part Two,WORCESTER ST,42.33992947,-71.07861608,"(42.33992947, -71.07861608)"
I162104682,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,794,,12/24/2016 04:50:00 PM,16,2016,12,Saturday,Part Two,COMMONWEALTH AVE,42.34906578,-71.13414695,"(42.34906578, -71.13414695)"
I162104476,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,308,,12/23/2016 06:09:00 PM,18,2016,12,Friday,Part Two,HAROLD ST,42.31933723,-71.08885165,"(42.31933723, -71.08885165)"
I162104670,00301,Robbery,ROBBERY - STREET,B3,472,,12/24/2016 02:45:00 AM,2,2016,12,Saturday,Part One,WOODHAVEN ST,42.27282972,-71.09560402,"(42.27282972, -71.09560402)"
I162104632,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,409,,12/24/2016 12:18:00 PM,12,2016,12,Saturday,Part Two,RIVER ST,42.27171028,-71.0781611,"(42.27171028, -71.0781611)"
I162104678,00301,Robbery,ROBBERY - STREET,B3,442,,12/24/2016 03:51:00 PM,15,2016,12,Saturday,Part One,KERWIN ST,42.29356132,-71.08129517,"(42.29356132, -71.08129517)"
I162104584,01402,Vandalism,VANDALISM,C11,333,,12/24/2016 05:30:00 AM,5,2016,12,Saturday,Part Two,MOUNT EVERETT ST,42.31013569,-71.0702931,"(42.31013569, -71.0702931)"
I162104582,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,802,,12/24/2016 04:30:00 AM,4,2016,12,Saturday,Part One,CAMBRIDGE ST,42.35409679,-71.13615774,"(42.35409679, -71.13615774)"
I162104580,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,264,,12/24/2016 03:12:00 AM,3,2016,12,Saturday,Part One,JUDSON ST,42.31872544,-71.07567087,"(42.31872544, -71.07567087)"
I162104540,00561,Other Burglary,BURGLARY - OTHER - ATTEMPT,A1,96,,12/23/2016 11:38:00 PM,23,2016,12,Friday,Part One,CENTRAL WHARF,42.35895455,-71.05035005,"(42.35895455, -71.05035005)"
I162104626,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,625,,12/23/2016 05:00:00 PM,17,2016,12,Friday,Part One,PETERBOROUGH ST,42.34402604,-71.09615503,"(42.34402604, -71.09615503)"
I162101896,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,280,,12/14/2016 03:40:00 PM,15,2016,12,Wednesday,Part One,PALMER ST,42.33041863,-71.0825013,"(42.33041863, -71.0825013)"
I162104678,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,442,,12/24/2016 03:51:00 PM,15,2016,12,Saturday,Part One,KERWIN ST,42.29356132,-71.08129517,"(42.29356132, -71.08129517)"
I162104791,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,2,,12/25/2016 06:48:00 AM,6,2016,12,Sunday,Part Two,WALDEMAR AVE,42.39146297,-71.00134187,"(42.39146297, -71.00134187)"
I162104794,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,93,,12/25/2016 08:51:00 AM,8,2016,12,Sunday,Part One,STATE ST,42.35892253,-71.05635419,"(42.35892253, -71.05635419)"
I162104867,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,480,,12/25/2016 04:22:00 PM,16,2016,12,Sunday,Part One,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.26788791, -71.10067012)"
I162038180,00301,Robbery,ROBBERY - STREET,C11,352,,05/16/2016 01:30:00 PM,13,2016,5,Monday,Part One,ARCADIA ST,42.30183841,-71.06127819,"(42.30183841, -71.06127819)"
I162104839,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,263,,12/25/2016 01:41:00 PM,13,2016,12,Sunday,Part One,HUCKINS ST,42.32368852,-71.07519735,"(42.32368852, -71.07519735)"
I162104835,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,180,,12/25/2016 12:17:00 PM,12,2016,12,Sunday,Part Two,EUSTIS ST,42.32635435,-71.07422322,"(42.32635435, -71.07422322)"
I162104715,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,474,,12/24/2016 05:46:00 PM,17,2016,12,Saturday,Part Two,SAVANNAH AVE,42.27189681,-71.10283363,"(42.27189681, -71.10283363)"
I162104880,00724,Auto Theft,AUTO THEFT,B2,328,,12/25/2016 07:01:00 PM,19,2016,12,Sunday,Part One,QUINCY ST,42.31252546,-71.07389321,"(42.31252546, -71.07389321)"
I162104785,01402,Vandalism,VANDALISM,B2,312,,12/25/2016 03:40:00 AM,3,2016,12,Sunday,Part Two,TOWNSEND ST,42.31812574,-71.09025637,"(42.31812574, -71.09025637)"
I162104898,01402,Vandalism,VANDALISM,D4,628,,12/25/2016 07:30:00 PM,19,2016,12,Sunday,Part Two,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.1018026)"
I162104892,01402,Vandalism,VANDALISM,B2,281,,12/25/2016 08:55:00 PM,20,2016,12,Sunday,Part Two,WINTHROP ST,42.32647732,-71.08261472,"(42.32647732, -71.08261472)"
I162104879,00311,Robbery,ROBBERY - COMMERCIAL,B3,458,,12/25/2016 06:28:00 PM,18,2016,12,Sunday,Part One,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I162104808,00724,Auto Theft,AUTO THEFT,A15,40,,12/25/2016 11:00:00 AM,11,2016,12,Sunday,Part One,PUTNAM ST,42.37351306,-71.0597463,"(42.37351306, -71.0597463)"
I162104766,00541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,E18,503,,12/25/2016 01:10:25 AM,1,2016,12,Sunday,Part One,AMERICAN LEGION HWY,42.28314714,-71.11374152,"(42.28314714, -71.11374152)"
I162104861,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,911,,12/25/2016 03:33:00 PM,15,2016,12,Sunday,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I162104745,01402,Vandalism,VANDALISM,E18,517,,12/24/2016 10:12:00 PM,22,2016,12,Saturday,Part Two,TYLER ST,42.24503321,-71.12354978,"(42.24503321, -71.12354978)"
I162104750,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,425,,12/24/2016 10:48:00 PM,22,2016,12,Saturday,Part Two,MAMELON CIR,42.27079016,-71.08965581,"(42.27079016, -71.08965581)"
I162104734,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,496,,12/24/2016 10:13:00 PM,22,2016,12,Saturday,Part Two,HYDE PARK AVE,42.26922388,-71.12085347,"(42.26922388, -71.12085347)"
I162100892,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,434,,12/24/2016 02:06:00 AM,2,2016,12,Saturday,Other,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)"
