INCIDENT NUMBER,OFFENSE CODE,OFFENSE CODE GROUP,OFFENSE DESCRIPTION,DISTRICT,REPORTING AREA,SHOOTING,OCCURRED ON DATE,Hour,YEAR,MONTH,DAY OF WEEK,UCR PART,STREET,LAT,LONG,Location
I162104896,00616,Larceny,LARCENY THEFT OF BICYCLE,B2,587,,12/24/2016 10:00:00 PM,22,2016,12,Saturday,Part One,TREMONT ST,42.3323905,-71.09968329,"(42.3323905, -71.09968329)"
I162105001,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,597,,12/26/2016 02:45:00 PM,14,2016,12,Monday,Part One,COLUMBUS AVE,42.34012548,-71.0822333,"(42.34012548, -71.0822333)"
I162104724,00301,Robbery,ROBBERY - STREET,B2,326,,12/24/2016 08:27:00 PM,20,2016,12,Saturday,Part One,LAWRENCE AVE,42.31286677,-71.07841587,"(42.31286677, -71.07841587)"
I162105098,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,618,,12/26/2016 12:00:00 PM,12,2016,12,Monday,Part One,SAINT STEPHEN ST,42.34150501,-71.08833674,"(42.34150501, -71.08833674)"
I162105000,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,223,,12/25/2016 10:00:00 AM,10,2016,12,Sunday,Part One,E THIRD ST,42.33658292,-71.03027628,"(42.33658292, -71.03027628)"
I162104062,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,427,,12/22/2016 10:05:00 AM,10,2016,12,Thursday,Part One,NORFOLK ST,42.27967051,-71.08887826,"(42.27967051, -71.08887826)"
I162042840,00724,Auto Theft,AUTO THEFT,B3,430,,05/31/2016 08:30:00 PM,20,2016,5,Tuesday,Part One,LIVINGSTONE ST,42.28523643,-71.09047894,"(42.28523643, -71.09047894)"
I162104901,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,645,,12/25/2016 10:29:00 PM,22,2016,12,Sunday,Part One,SEAVERNS AVE,42.31118598,-71.11010393,"(42.31118598, -71.11010393)"
I162105022,00616,Larceny,LARCENY THEFT OF BICYCLE,E13,610,,12/26/2016 03:52:00 PM,15,2016,12,Monday,Part One,PERKINS SQ,42.3215833,-71.11594502,"(42.3215833, -71.11594502)"
I162105062,00423,Aggravated Assault,ASSAULT - AGGRAVATED,E5,680,,12/26/2016 06:08:00 PM,18,2016,12,Monday,Part One,WASHINGTON ST,42.28309189,-71.131732,"(42.28309189, -71.131732)"
I162104944,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,824,,12/25/2016 06:00:00 PM,18,2016,12,Sunday,Part One,LEXINGTON ST,42.37907259,-71.03386728,"(42.37907259, -71.03386728)"
I162104915,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,428,,12/26/2016 01:11:00 AM,1,2016,12,Monday,Part One,SUTTON ST,42.28197224,-71.08912459,"(42.28197224, -71.08912459)"
I162104963,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,156,,12/26/2016 12:10:00 PM,12,2016,12,Monday,Part One,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)"
I162104906,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,429,,12/25/2016 10:57:00 PM,22,2016,12,Sunday,Part One,WINSTON RD,42.28508809,-71.08789462,"(42.28508809, -71.08789462)"
I162104920,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,192,,12/26/2016 01:50:00 AM,1,2016,12,Monday,Part One,OLD COLONY AVE,42.32890929,-71.05260009,"(42.32890929, -71.05260009)"
I162105120,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,579,,12/26/2016 11:54:00 PM,23,2016,12,Monday,Part One,CENTRE ST,42.32283759,-71.10096723,"(42.32283759, -71.10096723)"
I162105253,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,804,,12/23/2016 02:39:00 PM,14,2016,12,Friday,Part One,N BEACON ST,42.35458999,-71.14294359,"(42.35458999, -71.14294359)"
I162105046,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,309,,12/26/2016 05:28:00 PM,17,2016,12,Monday,Part One,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
I162105322,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A1,95,,12/27/2016 02:50:00 PM,14,2016,12,Tuesday,Other,ATLANTIC AVE,42.35746445,-71.05098164,"(42.35746445, -71.05098164)"
I162104450,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,105,,12/23/2016 03:17:00 PM,15,2016,12,Friday,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I162105174,00619,Larceny,LARCENY ALL OTHERS,E5,704,,12/23/2016 02:00:00 PM,14,2016,12,Friday,Part One,LAGRANGE ST,42.27583172,-71.15021016,"(42.27583172, -71.15021016)"
I162104132,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,288,,12/21/2016 11:00:00 AM,11,2016,12,Wednesday,Part One,MADISON PARK CT,42.33102946,-71.08618278,"(42.33102946, -71.08618278)"
I162104987,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,611,,12/26/2016 02:03:00 PM,14,2016,12,Monday,Part One,NEW WHITNEY ST,42.3347809,-71.1094777,"(42.3347809, -71.1094777)"
I162104851,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,259,,12/25/2016 02:54:00 PM,14,2016,12,Sunday,Part One,MAGNOLIA ST,42.31478432,-71.07160997,"(42.31478432, -71.07160997)"
I162105102,00724,Auto Theft,AUTO THEFT,B2,326,,12/26/2016 05:40:00 PM,17,2016,12,Monday,Part One,FAYSTON ST,42.31224327,-71.07549901,"(42.31224327, -71.07549901)"
I162105152,00311,Robbery,ROBBERY - COMMERCIAL,C11,365,,12/27/2016 07:20:00 AM,7,2016,12,Tuesday,Part One,DORCHESTER AVE,42.2908347,-71.06288798,"(42.2908347, -71.06288798)"
I162096991,00619,Larceny,LARCENY ALL OTHERS,E5,748,,11/23/2016 05:00:00 PM,17,2016,11,Wednesday,Part One,INDEPENDENCE DR,42.2969956,-71.15768601,"(42.2969956, -71.15768601)"
I162104247,00301,Robbery,ROBBERY - STREET,C11,959,,12/22/2016 08:00:00 PM,20,2016,12,Thursday,Part One,DORCHESTER AVE,42.28624029,-71.06416775,"(42.28624029, -71.06416775)"
I162105199,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,65,,12/27/2016 10:54:00 AM,10,2016,12,Tuesday,Part One,CAMBRIDGE ST,42.36124327,-71.06497327,"(42.36124327, -71.06497327)"
I162105247,00619,Larceny,LARCENY ALL OTHERS,A7,15,,12/22/2016 06:14:00 AM,6,2016,12,Thursday,Part One,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I162105398,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E5,560,,12/25/2016 12:00:00 AM,0,2016,12,Sunday,Part One,POPLAR ST,42.28380231,-71.12836197,"(42.28380231, -71.12836197)"
I162104223,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,194,,12/22/2016 07:21:00 PM,19,2016,12,Thursday,Part One,WOODWARD ST,42.33171639,-71.05652346,"(42.33171639, -71.05652346)"
I162100661,00619,Larceny,LARCENY ALL OTHERS,E5,748,,12/09/2016 03:30:00 PM,15,2016,12,Friday,Part One,INDEPENDENCE DR,42.2969956,-71.15768601,"(42.2969956, -71.15768601)"
I162105224,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,627,,12/27/2016 11:44:00 AM,11,2016,12,Tuesday,Part One,BROOKLINE AVE,42.3462508,-71.09953856,"(42.3462508, -71.09953856)"
I162105338,00613,Larceny,LARCENY SHOPLIFTING,C11,247,,12/27/2016 03:45:00 PM,15,2016,12,Tuesday,Part One,DORCHESTER AVE,42.31478234,-71.05680037,"(42.31478234, -71.05680037)"
I162104386,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,109,,12/21/2016 06:15:00 PM,18,2016,12,Wednesday,Part One,HIGH ST,42.35649296,-71.05259107,"(42.35649296, -71.05259107)"
I162105070,00724,Auto Theft,AUTO THEFT,C11,,,12/23/2016 10:50:00 AM,10,2016,12,Friday,Part One,,,,"(0E-8, 0E-8)"
I162105149,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B2,310,,12/23/2016 02:00:00 PM,14,2016,12,Friday,Part One,WARREN ST,42.31684039,-71.08277185,"(42.31684039, -71.08277185)"
I162104366,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,77,,12/21/2016 11:32:00 AM,11,2016,12,Wednesday,Part One,BOWKER ST,42.36242887,-71.06054873,"(42.36242887, -71.06054873)"
I162104703,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,B2,593,,12/24/2016 07:31:00 PM,19,2016,12,Saturday,Part One,LONGWOOD AVE,42.33857,-71.10670681,"(42.33857, -71.10670681)"
I162104281,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,80,,12/22/2016 11:45:00 PM,23,2016,12,Thursday,Part One,MARGARET ST,42.36570319,-71.05580301,"(42.36570319, -71.05580301)"
I162105359,00311,Robbery,ROBBERY - COMMERCIAL,B3,457,,12/27/2016 05:59:00 PM,17,2016,12,Tuesday,Part One,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
I162104224,00613,Larceny,LARCENY SHOPLIFTING,D4,143,,12/22/2016 07:00:00 PM,19,2016,12,Thursday,Part One,HUNTINGTON AVE,42.34749899,-71.07925506,"(42.34749899, -71.07925506)"
I162104575,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,329,,12/23/2016 09:46:00 PM,21,2016,12,Friday,Part One,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I162105197,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,26,,12/26/2016 02:00:00 AM,2,2016,12,Monday,Part One,MERIDIAN ST,42.37594469,-71.03911786,"(42.37594469, -71.03911786)"
I162105281,00724,Auto Theft,AUTO THEFT,D4,138,,12/27/2016 02:37:00 PM,14,2016,12,Tuesday,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I162105271,00613,Larceny,LARCENY SHOPLIFTING,D4,146,,12/27/2016 01:45:00 PM,13,2016,12,Tuesday,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.3479724, -71.07849582)"
I162104482,00619,Larceny,LARCENY ALL OTHERS,C11,,,12/23/2016 06:19:00 PM,18,2016,12,Friday,Part One,,,,"(0E-8, 0E-8)"
I162103545,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,161,,12/20/2016 11:05:00 AM,11,2016,12,Tuesday,Part One,TREMONT ST,42.34809694,-71.06750281,"(42.34809694, -71.06750281)"
I162103613,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,104,,12/20/2016 03:00:00 PM,15,2016,12,Tuesday,Part One,FRANKLIN ST,42.35603279,-71.05919355,"(42.35603279, -71.05919355)"
I162104038,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,76,,12/22/2016 09:05:00 AM,9,2016,12,Thursday,Part One,CAUSEWAY ST,42.3655824,-71.0608703,"(42.3655824, -71.0608703)"
I162105380,00619,Larceny,LARCENY ALL OTHERS,B2,318,,12/19/2016 03:48:00 PM,15,2016,12,Monday,Part One,HUTCHINGS ST,42.31026891,-71.08931055,"(42.31026891, -71.08931055)"
I162104453,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,292,,12/23/2016 04:31:00 PM,16,2016,12,Friday,Part One,JOHN ELIOT SQ,42.33001318,-71.09117863,"(42.33001318, -71.09117863)"
I162105260,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,271,,12/27/2016 12:30:00 AM,0,2016,12,Tuesday,Part One,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I162105389,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,395,,12/27/2016 08:53:00 PM,20,2016,12,Tuesday,Part One,BECKET ST,42.2812393,-71.06464269,"(42.2812393, -71.06464269)"
I162105357,00617,Larceny,LARCENY THEFT FROM BUILDING,E5,730,,12/27/2016 08:30:00 AM,8,2016,12,Tuesday,Part One,VFW PKWY,42.2802082,-71.17087959,"(42.2802082, -71.17087959)"
I162105173,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E18,498,,12/26/2016 07:47:00 AM,7,2016,12,Monday,Part One,HYDE PARK AVE,42.27378858,-71.12006473,"(42.27378858, -71.12006473)"
I162105286,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,388,,12/27/2016 08:00:00 AM,8,2016,12,Tuesday,Part One,DORCHESTER AVE,42.2783992,-71.06636305,"(42.2783992, -71.06636305)"
I162104160,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,109,,12/21/2016 11:00:00 AM,11,2016,12,Wednesday,Part One,FRANKLIN ST,42.35669329,-71.05374582,"(42.35669329, -71.05374582)"
I162105144,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,20,,12/27/2016 05:36:00 AM,5,2016,12,Tuesday,Part One,BREMEN ST,42.37597197,-71.03064506,"(42.37597197, -71.03064506)"
I162105363,00613,Larceny,LARCENY SHOPLIFTING,A1,104,,12/27/2016 06:28:00 PM,18,2016,12,Tuesday,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)"
I162098894,00619,Larceny,LARCENY ALL OTHERS,A1,94,,12/04/2016 12:45:00 PM,12,2016,12,Sunday,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I162104477,00619,Larceny,LARCENY ALL OTHERS,C11,,,12/23/2016 06:06:00 PM,18,2016,12,Friday,Part One,,,,"(0E-8, 0E-8)"
I162105366,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,314,,12/27/2016 07:20:00 PM,19,2016,12,Tuesday,Part One,HOWLAND ST,42.3144484,-71.08993418,"(42.3144484, -71.08993418)"
I162102623,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,71,,12/16/2016 10:00:00 PM,22,2016,12,Friday,Part One,MOUNT VERNON ST,42.35838006,-71.06472238,"(42.35838006, -71.06472238)"
I162105321,00361,Robbery,ROBBERY - OTHER,E13,916,,12/25/2016 02:30:00 AM,2,2016,12,Sunday,Part One,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I162105276,00301,Robbery,ROBBERY - STREET,A1,121,,12/25/2016 02:00:00 AM,2,2016,12,Sunday,Part One,WARRENTON ST,42.35066174,-71.06602232,"(42.35066174, -71.06602232)"
I162099157,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,936,,12/04/2016 08:00:00 PM,20,2016,12,Sunday,Other,JOYCE HAYES WAY,42.33750769,-71.05497613,"(42.33750769, -71.05497613)"
I162105198,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,794,,12/22/2016 02:00:00 PM,14,2016,12,Thursday,Part One,COMMONWEALTH AVE,42.34835708,-71.13645291,"(42.34835708, -71.13645291)"
I162105314,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,627,,12/24/2016 12:27:00 PM,12,2016,12,Saturday,Part One,BROOKLINE AVE,42.3462508,-71.09953856,"(42.3462508, -71.09953856)"
I162104581,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,89,,12/24/2016 03:15:00 AM,3,2016,12,Saturday,Part One,RICHMOND ST,42.36294559,-71.05387922,"(42.36294559, -71.05387922)"
I162105155,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,156,,12/26/2016 06:00:00 PM,18,2016,12,Monday,Part One,SHAWMUT AVE,42.3380454,-71.07697786,"(42.3380454, -71.07697786)"
I162103577,00619,Larceny,LARCENY ALL OTHERS,E18,544,,12/18/2016 04:00:00 PM,16,2016,12,Sunday,Part One,CHESTNUT ST,42.25940641,-71.12632752,"(42.25940641, -71.12632752)"
I162105159,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,314,,12/27/2016 07:56:00 AM,7,2016,12,Tuesday,Part One,HOWLAND ST,42.3144484,-71.08993418,"(42.3144484, -71.08993418)"
I162104491,00301,Robbery,ROBBERY - STREET,C11,,,12/23/2016 06:51:00 PM,18,2016,12,Friday,Part One,,,,"(0E-8, 0E-8)"
I162105354,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,214,,12/23/2016 10:13:00 PM,22,2016,12,Friday,Part One,W BROADWAY,42.336112,-71.04665434,"(42.336112, -71.04665434)"
I162098894,00613,Larceny,LARCENY SHOPLIFTING,A1,94,,12/04/2016 12:45:00 PM,12,2016,12,Sunday,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I162105365,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,132,,12/27/2016 07:08:00 PM,19,2016,12,Tuesday,Part One,MARLBOROUGH ST,42.35433643,-71.07323767,"(42.35433643, -71.07323767)"
I162099923,00611,Larceny,LARCENY PICK-POCKET,A1,94,,12/04/2016 01:00:00 AM,1,2016,12,Sunday,Part One,MERCHANTS ROW,42.35930234,-71.05556916,"(42.35930234, -71.05556916)"
I162105499,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,570,,12/28/2016 10:16:00 AM,10,2016,12,Wednesday,Part One,WILLIAMS ST,42.30397603,-71.10476982,"(42.30397603, -71.10476982)"
I162105524,00613,Larceny,LARCENY SHOPLIFTING,D4,627,,12/28/2016 11:26:00 AM,11,2016,12,Wednesday,Part One,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I162105100,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,105,,12/26/2016 06:30:00 PM,18,2016,12,Monday,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I162105486,00724,Auto Theft,AUTO THEFT,A15,900,,12/27/2016 09:00:00 PM,21,2016,12,Tuesday,Part One,MONUMENT ST,42.37932087,-71.0591444,"(42.37932087, -71.0591444)"
I162105190,00724,Auto Theft,AUTO THEFT,B2,909,,12/26/2016 10:00:00 PM,22,2016,12,Monday,Part One,RUGGLES ST,42.33445761,-71.088061,"(42.33445761, -71.088061)"
I162104598,00617,Larceny,LARCENY THEFT FROM BUILDING,E18,486,,12/20/2016 09:37:00 AM,9,2016,12,Tuesday,Part One,RUSKINDALE RD,42.26701695,-71.10481387,"(42.26701695, -71.10481387)"
I162104287,00617,Larceny,LARCENY THEFT FROM BUILDING,A7,35,,12/23/2016 01:55:00 AM,1,2016,12,Friday,Part One,HAYNES ST,42.36666678,-71.0379296,"(42.36666678, -71.0379296)"
I162102155,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,171,,12/15/2016 11:45:00 AM,11,2016,12,Thursday,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I162063739,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,171,,08/07/2016 06:31:00 PM,18,2016,8,Sunday,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I162032410,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,638,,04/26/2016 01:00:00 PM,13,2016,4,Tuesday,Part One,BOYLSTON ST,42.31791229,-71.10814896,"(42.31791229, -71.10814896)"
I162105433,00301,Robbery,ROBBERY - STREET,C11,347,,12/28/2016 01:43:00 AM,1,2016,12,Wednesday,Part One,LEEDSVILLE ST,42.30492795,-71.05979933,"(42.30492795, -71.05979933)"
I162105577,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,172,,12/28/2016 02:52:00 PM,14,2016,12,Wednesday,Part One,ALBANY ST,42.33497341,-71.07142863,"(42.33497341, -71.07142863)"
I162105464,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,527,,12/27/2016 10:20:00 AM,10,2016,12,Tuesday,Part One,HYDE PARK AVE,42.23334151,-71.13368781,"(42.23334151, -71.13368781)"
I162105603,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,155,,12/24/2016 01:59:00 PM,13,2016,12,Saturday,Part One,COLUMBUS AVE,42.3408159,-71.0813838,"(42.3408159, -71.0813838)"
I162105593,00613,Larceny,LARCENY SHOPLIFTING,D4,627,,12/28/2016 04:44:00 PM,16,2016,12,Wednesday,Part One,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I162105652,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,115,,12/28/2016 09:11:00 PM,21,2016,12,Wednesday,Part One,LINCOLN ST,42.35131763,-71.05838367,"(42.35131763, -71.05838367)"
I162105418,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,598,,12/27/2016 09:30:00 PM,21,2016,12,Tuesday,Part One,DALTON ST,42.34634313,-71.08482013,"(42.34634313, -71.08482013)"
I162054292,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,171,,07/08/2016 11:34:00 AM,11,2016,7,Friday,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I162105450,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,151,,12/27/2016 11:00:00 PM,23,2016,12,Tuesday,Part One,CAZENOVE ST,42.34696102,-71.07260663,"(42.34696102, -71.07260663)"
I142023661-00,0735,Auto Theft Recovery,AUTO THEFT - OUTSIDE - RECOVERED IN BOSTON,D4,153,,12/28/2016 09:30:00 AM,9,2016,12,Wednesday,Other,CHESTNUT ST,42.35647423,-71.07229568,"(42.35647423, -71.07229568)"
I162105268,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,628,,12/27/2016 12:39:00 PM,12,2016,12,Tuesday,Part One,BROOKLINE AVE,42.3451828,-71.10066932,"(42.3451828, -71.10066932)"
I162103033,00613,Larceny,LARCENY SHOPLIFTING,D4,129,,12/18/2016 06:58:00 PM,18,2016,12,Sunday,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.0741278)"
I162105174,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,704,,12/23/2016 02:00:00 PM,14,2016,12,Friday,Part One,LAGRANGE ST,42.27583172,-71.15021016,"(42.27583172, -71.15021016)"
I162103814,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,317,,12/21/2016 01:58:00 PM,13,2016,12,Wednesday,Part One,HUMBOLDT AVE,42.31283412,-71.08974712,"(42.31283412, -71.08974712)"
I162104294,00301,Robbery,ROBBERY - STREET,C6,177,,12/23/2016 02:16:00 AM,2,2016,12,Friday,Part One,MASSACHUSETTS AVE,42.32980081,-71.06939695,"(42.32980081, -71.06939695)"
I162105521,00619,Larceny,LARCENY ALL OTHERS,C11,348,,12/28/2016 11:10:00 AM,11,2016,12,Wednesday,Part One,DORCHESTER AVE,42.30600262,-71.0587872,"(42.30600262, -71.0587872)"
I162081072,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,171,,10/03/2016 04:38:00 AM,4,2016,10,Monday,Part One,HARRISON AVE,,,"(0E-8, 0E-8)"
I162105583,00724,Auto Theft,AUTO THEFT,E18,517,,12/25/2016 12:00:00 AM,0,2016,12,Sunday,Part One,WOODGLEN RD,42.24383959,-71.12160124,"(42.24383959, -71.12160124)"
I162105502,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,486,,12/28/2016 10:44:00 AM,10,2016,12,Wednesday,Other,RALWOOD RD,42.26672863,-71.10294012,"(42.26672863, -71.10294012)"
I162105422,00724,Auto Theft,AUTO THEFT,B2,330,,12/28/2016 12:38:00 AM,0,2016,12,Wednesday,Part One,CASTLEGATE RD,42.30700371,-71.08313157,"(42.30700371, -71.08313157)"
I162105581,00619,Larceny,LARCENY ALL OTHERS,C11,340,,12/28/2016 03:29:00 PM,15,2016,12,Wednesday,Part One,PERCIVAL ST,42.30645697,-71.06371823,"(42.30645697, -71.06371823)"
I162081072,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,171,,10/03/2016 04:38:00 AM,4,2016,10,Monday,Part One,HARRISON AVE,,,"(0E-8, 0E-8)"
I162105506,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,900,,12/26/2016 08:00:00 AM,8,2016,12,Monday,Part One,MEDFORD ST,42.37982544,-71.05931236,"(42.37982544, -71.05931236)"
I162105210,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,177,,12/27/2016 11:06:00 AM,11,2016,12,Tuesday,Part One,MASSACHUSETTS AVE,42.32779976,-71.06771009,"(42.32779976, -71.06771009)"
I162105536,00613,Larceny,LARCENY SHOPLIFTING,D14,797,,12/28/2016 12:29:00 PM,12,2016,12,Wednesday,Part One,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
I162105535,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,325,,12/28/2016 11:35:00 AM,11,2016,12,Wednesday,Part One,WAYLAND ST,42.31398981,-71.07584635,"(42.31398981, -71.07584635)"
I162105040,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,12/26/2016 04:55:00 PM,16,2016,12,Monday,Part One,WINTER ST,42.35554806,-71.0607314,"(42.35554806, -71.0607314)"
I162104323,00617,Larceny,LARCENY THEFT FROM BUILDING,A15,57,,12/06/2016 12:00:00 PM,12,2016,12,Tuesday,Part One,MONUMENT AVE,42.37490832,-71.06171012,"(42.37490832, -71.06171012)"
I162105553,00619,Larceny,LARCENY ALL OTHERS,C11,381,,12/07/2016 03:30:00 PM,15,2016,12,Wednesday,Part One,MINOT ST,42.28579817,-71.04664692,"(42.28579817, -71.04664692)"
I162085543,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,171,,10/19/2016 02:59:00 AM,2,2016,10,Wednesday,Part One,HARRISON AVE,,,"(0E-8, 0E-8)"
I162104702,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,B2,593,,12/24/2016 07:31:00 PM,19,2016,12,Saturday,Part One,LONGWOOD AVE,42.33857,-71.10670681,"(42.33857, -71.10670681)"
I162105190,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,909,,12/26/2016 10:00:00 PM,22,2016,12,Monday,Part One,RUGGLES ST,42.33445761,-71.088061,"(42.33445761, -71.088061)"
I162105564,00619,Larceny,LARCENY ALL OTHERS,D4,618,,12/14/2016 06:00:00 PM,18,2016,12,Wednesday,Part One,BOYLSTON ST,42.34601613,-71.0938121,"(42.34601613, -71.0938121)"
I162105423,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,141,,12/27/2016 07:15:00 PM,19,2016,12,Tuesday,Part One,COMMONWEALTH AVE,42.34911289,-71.08767768,"(42.34911289, -71.08767768)"
