INCIDENT NUMBER,OFFENSE CODE,OFFENSE CODE GROUP,OFFENSE DESCRIPTION,DISTRICT,REPORTING AREA,SHOOTING,OCCURRED ON DATE,Hour,YEAR,MONTH,DAY OF WEEK,UCR PART,STREET,LAT,LONG,Location
I162029177,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,823,,04/14/2016 04:00:00 PM,16,2016,4,Thursday,Part One,PLEASANT ST,42.31016618,-71.05991042,"(42.31016618, -71.05991042)"
I162072217,00613,Larceny,LARCENY SHOPLIFTING,C11,362,,09/04/2016 07:05:00 AM,7,2016,9,Sunday,Part One,WASHINGTON ST,42.29257648,-71.07179406,"(42.29257648, -71.07179406)"
I162029984,00724,Auto Theft,AUTO THEFT,E18,521,,04/17/2016 10:00:00 PM,22,2016,4,Sunday,Part One,,,,"(0E-8, 0E-8)"
I162078740,00617,Larceny,LARCENY THEFT FROM BUILDING,A15,44,,09/19/2016 12:00:00 AM,0,2016,9,Monday,Part One,MEDFORD ST,42.38048207,-71.06087725,"(42.38048207, -71.06087725)"
I162008693,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,428,,02/01/2016 06:06:00 PM,18,2016,2,Monday,Part One,BLUE HILL AVE,42.28282878,-71.0918249,"(42.28282878, -71.0918249)"
I162028108,00619,Larceny,LARCENY ALL OTHERS,A15,54,,04/11/2016 05:52:00 PM,17,2016,4,Monday,Part One,MAIN ST,42.37746305,-71.06697969,"(42.37746305, -71.06697969)"
I162028263,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,E13,582,,04/12/2016 09:00:00 AM,9,2016,4,Tuesday,Part One,CREIGHTON ST,42.32348445,-71.10813006,"(42.32348445, -71.10813006)"
I162010552,00619,Larceny,LARCENY ALL OTHERS,B3,466,,02/08/2016 03:00:00 PM,15,2016,2,Monday,Part One,BLUE HILL AVE,42.28302721,-71.09197317,"(42.28302721, -71.09197317)"
I162006981,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,245,,01/26/2016 05:12:00 PM,17,2016,1,Tuesday,Part One,SYDNEY ST,42.31810467,-71.05258004,"(42.31810467, -71.05258004)"
I162002135,00301,Robbery,ROBBERY - STREET,B2,316,,01/08/2016 01:57:00 PM,13,2016,1,Friday,Part One,HUMBOLDT AVE,42.31085539,-71.09134356,"(42.31085539, -71.09134356)"
I162027865,00724,Auto Theft,AUTO THEFT,B2,258,,04/10/2016 11:30:00 PM,23,2016,4,Sunday,Part One,DUDLEY ST,,,"(0E-8, 0E-8)"
I162046500,00301,Robbery,ROBBERY - STREET,A1,106,,06/12/2016 08:24:00 PM,20,2016,6,Sunday,Part One,FRANKLIN ST,42.35543089,-71.05767661,"(42.35543089, -71.05767661)"
I162060319,00616,Larceny,LARCENY THEFT OF BICYCLE,C6,219,,07/27/2016 07:00:00 PM,19,2016,7,Wednesday,Part One,OLD HARBOR ST,42.33234764,-71.047443,"(42.33234764, -71.047443)"
I162046808,00616,Larceny,LARCENY THEFT OF BICYCLE,E13,640,,06/12/2016 07:30:00 PM,19,2016,6,Sunday,Part One,LAMARTINE ST,42.31348241,-71.10726366,"(42.31348241, -71.10726366)"
I162037168,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,183,,05/12/2016 08:08:00 PM,20,2016,5,Thursday,Part One,BATCHELDER ST,42.3209422,-71.06931829,"(42.3209422, -71.06931829)"
I162008763,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,457,,02/02/2016 12:01:00 AM,0,2016,2,Tuesday,Part One,BLUE HILL AVE,42.29993995,-71.08621901,"(42.29993995, -71.08621901)"
I162052953,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,25,,07/04/2016 02:57:00 AM,2,2016,7,Monday,Part One,MERIDIAN ST,42.38289141,-71.03930932,"(42.38289141, -71.03930932)"
I162054086,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,146,,07/07/2016 12:00:00 PM,12,2016,7,Thursday,Part One,SAINT BOTOLPH ST,42.34561901,-71.07990847,"(42.34561901, -71.07990847)"
I162010393,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,820,,02/08/2016 01:56:00 AM,1,2016,2,Monday,Part One,SOLDIERS FIELD RD,42.35996672,-71.11750278,"(42.35996672, -71.11750278)"
I162012143,00619,Larceny,LARCENY ALL OTHERS,C11,358,,02/14/2016 02:30:00 AM,2,2016,2,Sunday,Part One,GREENBRIER ST,42.29736576,-71.07062879,"(42.29736576, -71.07062879)"
I162079631,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,194,,09/29/2016 07:25:00 AM,7,2016,9,Thursday,Part One,DORCHESTER ST,42.3301111,-71.05611033,"(42.3301111, -71.05611033)"
I162047093,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,317,,06/14/2016 08:00:00 AM,8,2016,6,Tuesday,Part One,HOMESTEAD ST,42.31127726,-71.08909334,"(42.31127726, -71.08909334)"
I162068627,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,340,,08/23/2016 05:00:00 PM,17,2016,8,Tuesday,Part One,ADAMS ST,42.30715639,-71.06245539,"(42.30715639, -71.06245539)"
I162031978,00900,Arson,ARSON,C11,460,,04/25/2016 05:54:00 AM,5,2016,4,Monday,Other,BRINSLEY ST,42.30467796,-71.07904517,"(42.30467796, -71.07904517)"
I162069708,00617,Larceny,LARCENY THEFT FROM BUILDING,A15,38,,08/27/2016 06:52:00 PM,18,2016,8,Saturday,Part One,FOURTH AVE,42.37702661,-71.05346198,"(42.37702661, -71.05346198)"
I162040496,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,152,,05/24/2016 10:07:00 AM,10,2016,5,Tuesday,Part One,WARREN AVE,42.34453911,-71.0735877,"(42.34453911, -71.0735877)"
I162076664,00619,Larceny,LARCENY ALL OTHERS,C6,925,,09/15/2016 11:06:00 AM,11,2016,9,Thursday,Part One,W NINTH ST,42.33316115,-71.05246437,"(42.33316115, -71.05246437)"
I162010032,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,149,,02/05/2016 07:30:00 PM,19,2016,2,Friday,Part One,DARTMOUTH ST,42.34640381,-71.07551289,"(42.34640381, -71.07551289)"
I162006081,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,639,,01/23/2016 02:31:00 AM,2,2016,1,Saturday,Part One,ROCKVIEW ST,42.31553561,-71.10945644,"(42.31553561, -71.10945644)"
I162067813,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,238,,08/20/2016 12:04:00 AM,0,2016,8,Saturday,Part One,DUDLEY TER,42.31814836,-71.06708346,"(42.31814836, -71.06708346)"
I162073521,00613,Larceny,LARCENY SHOPLIFTING,B2,280,,09/09/2016 03:30:00 PM,15,2016,9,Friday,Part One,WASHINGTON ST,42.33011862,-71.08425106,"(42.33011862, -71.08425106)"
I162028600,00562,Other Burglary,BURGLARY - OTHER - NO FORCE,A1,120,,04/12/2016 11:05:00 AM,11,2016,4,Tuesday,Part One,BOYLSTON ST,42.352366,-71.06833609,"(42.352366, -71.06833609)"
I162074901,00301,Robbery,ROBBERY - STREET,E5,680,,09/14/2016 12:29:00 AM,0,2016,9,Wednesday,Part One,CORINTH ST,42.28593201,-71.12933705,"(42.28593201, -71.12933705)"
I162059784,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,07/26/2016 04:09:00 PM,16,2016,7,Tuesday,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I162031426,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,303,,04/23/2016 05:00:00 AM,5,2016,4,Saturday,Part One,BRAGDON ST,42.31888243,-71.09929423,"(42.31888243, -71.09929423)"
I162048870,00613,Larceny,LARCENY SHOPLIFTING,B2,239,,06/20/2016 10:17:00 AM,10,2016,6,Monday,Part One,DUDLEY ST,42.31735472,-71.0658297,"(42.31735472, -71.0658297)"
I162075393,00617,Larceny,LARCENY THEFT FROM BUILDING,C11,337,,09/14/2016 11:00:00 PM,23,2016,9,Wednesday,Part One,GENEVA AVE,42.30461251,-71.07296566,"(42.30461251, -71.07296566)"
I162081478,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,795,,10/05/2016 10:05:00 AM,10,2016,10,Wednesday,Part One,BRIGHTON AVE,42.35339757,-71.1362192,"(42.35339757, -71.1362192)"
I162054930,00311,Robbery,ROBBERY - COMMERCIAL,A1,84,,07/10/2016 07:04:00 PM,19,2016,7,Sunday,Part One,SALEM ST,42.3639917,-71.05561764,"(42.3639917, -71.05561764)"
I162035620,00619,Larceny,LARCENY ALL OTHERS,A7,23,,05/07/2016 06:39:00 PM,18,2016,5,Saturday,Part One,BENNINGTON ST,42.37546983,-71.03730221,"(42.37546983, -71.03730221)"
I162027728,00613,Larceny,LARCENY SHOPLIFTING,B2,257,,04/10/2016 12:11:00 PM,12,2016,4,Sunday,Part One,COLUMBIA RD,42.315969,-71.066253,"(42.315969, -71.066253)"
I162015845,00617,Larceny,LARCENY THEFT FROM BUILDING,B3,464,,02/18/2016 01:00:00 PM,13,2016,2,Thursday,Part One,DONALD RD,42.29096807,-71.09010919,"(42.29096807, -71.09010919)"
I162059399,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,116,,07/25/2016 05:53:00 PM,17,2016,7,Monday,Part One,LINCOLN ST,42.35131763,-71.05838367,"(42.35131763, -71.05838367)"
I162002256,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,338,,01/08/2016 11:00:00 AM,11,2016,1,Friday,Part One,WINTER ST,42.30986434,-71.06259635,"(42.30986434, -71.06259635)"
I162025850,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,120,,04/03/2016 04:47:00 PM,16,2016,4,Sunday,Part One,CHARLES ST,42.35427162,-71.06838613,"(42.35427162, -71.06838613)"
I162031906,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,445,,04/24/2016 08:17:00 PM,20,2016,4,Sunday,Part One,GREENWOOD ST,42.30007731,-71.07990164,"(42.30007731, -71.07990164)"
I162051768,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,318,,06/29/2016 10:14:00 PM,22,2016,6,Wednesday,Part One,HOMESTEAD ST,42.31014403,-71.08759179,"(42.31014403, -71.08759179)"
I162060373,00619,Larceny,LARCENY ALL OTHERS,E5,564,,07/28/2016 01:00:00 PM,13,2016,7,Thursday,Part One,WASHINGTON ST,42.29723412,-71.11669286,"(42.29723412, -71.11669286)"
I162010309,00724,Auto Theft,AUTO THEFT,C6,200,,02/08/2016 12:26:00 PM,12,2016,2,Monday,Part One,DORCHESTER AVE,42.34244038,-71.05706132,"(42.34244038, -71.05706132)"
I162053280,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A7,3,,07/05/2016 08:51:00 AM,8,2016,7,Tuesday,Part One,SARATOGA ST,42.38423979,-71.00003921,"(42.38423979, -71.00003921)"
I162035507,00619,Larceny,LARCENY ALL OTHERS,D14,800,,05/07/2016 11:28:06 AM,11,2016,5,Saturday,Part One,GARDNER ST,42.35361371,-71.12967302,"(42.35361371, -71.12967302)"
I162059926,00613,Larceny,LARCENY SHOPLIFTING,D4,133,,07/27/2016 10:38:00 AM,10,2016,7,Wednesday,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
I162007735,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,130,,01/28/2016 08:00:00 PM,20,2016,1,Thursday,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.3479724, -71.07849582)"
I162035642,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,312,,05/07/2016 08:14:00 PM,20,2016,5,Saturday,Part One,TOWNSEND ST,42.31812574,-71.09025637,"(42.31812574, -71.09025637)"
I162032821,00301,Robbery,ROBBERY - STREET,D4,,,04/27/2016 09:34:00 PM,21,2016,4,Wednesday,Part One,,,,"(0E-8, 0E-8)"
I162027076,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,139,,04/07/2016 06:30:00 PM,18,2016,4,Thursday,Part One,BEACON ST,42.35172174,-71.08624608,"(42.35172174, -71.08624608)"
I162026091,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,366,,04/04/2016 04:42:00 PM,16,2016,4,Monday,Part One,LONSDALE ST,42.29037676,-71.06139736,"(42.29037676, -71.06139736)"
I162059835,00613,Larceny,LARCENY SHOPLIFTING,D4,627,,07/26/2016 11:30:00 PM,23,2016,7,Tuesday,Part One,KILMARNOCK ST,42.34353469,-71.09980109,"(42.34353469, -71.09980109)"
I162004056,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,614,,01/13/2016 12:00:00 AM,0,2016,1,Wednesday,Part One,LONGWOOD AVE,42.33799689,-71.1056602,"(42.33799689, -71.1056602)"
I162037889,00724,Auto Theft,AUTO THEFT,D14,790,,05/15/2016 01:11:00 PM,13,2016,5,Sunday,Part One,ENGLEWOOD AVE,42.33791824,-71.1486764,"(42.33791824, -71.1486764)"
I162038558,00613,Larceny,LARCENY SHOPLIFTING,A1,113,,05/17/2016 05:26:00 PM,17,2016,5,Tuesday,Part One,SUMMER ST,42.35426247,-71.05883334,"(42.35426247, -71.05883334)"
I162026957,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,456,,04/07/2016 02:59:00 PM,14,2016,4,Thursday,Part One,ELLINGTON ST,42.30154555,-71.08118184,"(42.30154555, -71.08118184)"
I162060237,00900,Arson,ARSON,E13,509,,07/28/2016 06:02:00 AM,6,2016,7,Thursday,Other,WALK HILL ST,42.29392745,-71.1142931,"(42.29392745, -71.1142931)"
I162067841,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,638,,08/21/2016 02:00:00 AM,2,2016,8,Sunday,Part One,BEECHER ST,42.31828168,-71.10715062,"(42.31828168, -71.10715062)"
I162002338,00724,Auto Theft,AUTO THEFT,D4,165,,01/09/2016 09:17:00 AM,9,2016,1,Saturday,Part One,HARRISON AVE,42.34211488,-71.06611075,"(42.34211488, -71.06611075)"
I162079134,00361,Robbery,ROBBERY - OTHER,B2,909,,09/27/2016 01:39:00 PM,13,2016,9,Tuesday,Part One,TREMONT ST,42.3346705,-71.088934,"(42.3346705, -71.088934)"
I162013976,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,136,,02/22/2016 09:05:00 AM,9,2016,2,Monday,Part One,COMMONWEALTH AVE,42.3505809,-71.08373707,"(42.3505809, -71.08373707)"
I162055195,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,07/11/2016 05:28:00 PM,17,2016,7,Monday,Part One,NORFOLK ST,42.27759869,-71.09136804,"(42.27759869, -71.09136804)"
I162020516,00619,Larceny,LARCENY ALL OTHERS,C11,364,,03/09/2016 02:05:00 PM,14,2016,3,Wednesday,Part One,LESLIE ST,42.29514664,-71.05860832,"(42.29514664, -71.05860832)"
I162076170,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A15,900,,09/18/2016 01:55:00 AM,1,2016,9,Sunday,Part One,MCNULTY CT,42.37865852,-71.05769433,"(42.37865852, -71.05769433)"
I162014322,00617,Larceny,LARCENY THEFT FROM BUILDING,C11,360,,02/20/2016 12:00:00 AM,0,2016,2,Saturday,Part One,PARK ST,42.29835524,-71.06155472,"(42.29835524, -71.06155472)"
I162000929,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,109,,01/04/2016 09:15:00 AM,9,2016,1,Monday,Part One,FRANKLIN ST,42.35633324,-71.05440282,"(42.35633324, -71.05440282)"
I162007974,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C6,236,,01/30/2016 05:17:00 AM,5,2016,1,Saturday,Part One,BOSTON ST,42.32077172,-71.0612999,"(42.32077172, -71.0612999)"
I162053512,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,685,,07/05/2016 07:12:00 PM,19,2016,7,Tuesday,Part One,WASHINGTON ST,42.27709124,-71.1384121,"(42.27709124, -71.1384121)"
I162054671,00619,Larceny,LARCENY ALL OTHERS,B3,945,,06/28/2016 05:00:00 PM,17,2016,6,Tuesday,Part One,AMES ST,42.29041466,-71.08643312,"(42.29041466, -71.08643312)"
I162023474,00560,Other Burglary,BURGLARY - OTHER - FORCE,E18,481,,03/26/2016 03:13:00 PM,15,2016,3,Saturday,Part One,CUMMINS HWY,42.26911567,-71.09647122,"(42.26911567, -71.09647122)"
I162002394,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,01/08/2016 06:00:00 PM,18,2016,1,Friday,Part One,TREMONT ST,42.35311007,-71.06432264,"(42.35311007, -71.06432264)"
I162073655,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,103,,09/09/2016 11:39:00 PM,23,2016,9,Friday,Part One,TREMONT ST,42.35768645,-71.06075134,"(42.35768645, -71.06075134)"
I162051302,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,D4,620,,06/22/2016 02:41:00 PM,14,2016,6,Wednesday,Part One,EDGERLY RD,42.34478782,-71.08740728,"(42.34478782, -71.08740728)"
I162040139,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,226,,05/19/2016 06:00:00 PM,18,2016,5,Thursday,Part One,E FIFTH ST,42.33395531,-71.03491053,"(42.33395531, -71.03491053)"
I162077961,00619,Larceny,LARCENY ALL OTHERS,,,,09/23/2016 04:43:00 PM,16,2016,9,Friday,Part One,COLUMBIA,-1,-1,"(-1, -1)"
I162040943,00613,Larceny,LARCENY SHOPLIFTING,E18,525,,05/25/2016 05:14:00 PM,17,2016,5,Wednesday,Part One,TRUMAN PKWY,42.24124926,-71.12629908,"(42.24124926, -71.12629908)"
I162080167,00619,Larceny,LARCENY ALL OTHERS,D4,149,,09/30/2016 06:12:00 PM,18,2016,9,Friday,Part One,COLUMBUS AVE,42.34484,-71.076517,"(42.34484, -71.076517)"
I162033827,00724,Auto Theft,AUTO THEFT,B2,282,,04/28/2016 09:00:00 AM,9,2016,4,Thursday,Part One,WARREN ST,42.32823419,-71.08328981,"(42.32823419, -71.08328981)"
I162059933,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,285,,07/27/2016 11:24:00 AM,11,2016,7,Wednesday,Part One,TREMONT ST,42.33640891,-71.08565039,"(42.33640891, -71.08565039)"
I162028513,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,625,,04/12/2016 08:30:00 AM,8,2016,4,Tuesday,Part One,QUEENSBERRY ST,42.34314406,-71.09589305,"(42.34314406, -71.09589305)"
I162017928,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,220,,03/04/2016 10:00:00 AM,10,2016,3,Friday,Part One,NATIONAL ST,42.33416417,-71.04669326,"(42.33416417, -71.04669326)"
I162050803,00613,Larceny,LARCENY SHOPLIFTING,D4,143,,06/26/2016 04:35:00 PM,16,2016,6,Sunday,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I162055572,00301,Robbery,ROBBERY - STREET,B3,444,,07/12/2016 11:30:00 PM,23,2016,7,Tuesday,Part One,HARVARD ST,42.29513502,-71.08691692,"(42.29513502, -71.08691692)"
I162058414,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,385,,07/22/2016 12:33:00 PM,12,2016,7,Friday,Part One,GALLIVAN BLVD,42.28410589,-71.04608937,"(42.28410589, -71.04608937)"
I162035155,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,311,,05/06/2016 11:02:00 AM,11,2016,5,Friday,Part One,WARREN ST,42.31940816,-71.08140505,"(42.31940816, -71.08140505)"
I162061285,00562,Other Burglary,BURGLARY - OTHER - NO FORCE,E18,545,,07/31/2016 04:19:00 PM,16,2016,7,Sunday,Part One,AUSTIN ST,42.26255492,-71.12569519,"(42.26255492, -71.12569519)"
I162005435,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,584,,01/20/2016 07:31:00 PM,19,2016,1,Wednesday,Part One,LAWN ST,42.32643571,-71.10411063,"(42.32643571, -71.10411063)"
I162033508,00611,Larceny,LARCENY PICK-POCKET,D4,138,,04/30/2016 12:05:00 AM,0,2016,4,Saturday,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I162001990,00724,Auto Theft,AUTO THEFT,B3,429,,01/08/2016 02:34:00 AM,2,2016,1,Friday,Part One,WILLOWWOOD ST,42.28518955,-71.08636594,"(42.28518955, -71.08636594)"
I162072183,00613,Larceny,LARCENY SHOPLIFTING,D4,143,,09/04/2016 06:38:00 PM,18,2016,9,Sunday,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I162045294,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,267,,04/01/2016 12:00:00 AM,0,2016,4,Friday,Part One,FOREST PL,42.32606149,-71.07631954,"(42.32606149, -71.07631954)"
I162019683,00724,Auto Theft,AUTO THEFT,B2,331,,03/12/2016 07:30:00 PM,19,2016,3,Saturday,Part One,DRAYTON AVE,42.31215757,-71.07056813,"(42.31215757, -71.07056813)"
I162051553,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,468,,06/22/2016 11:00:00 AM,11,2016,6,Wednesday,Part One,HAZLETON ST,42.27882467,-71.09405158,"(42.27882467, -71.09405158)"
I162017670,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A15,38,,03/06/2016 04:00:00 AM,4,2016,3,Sunday,Part One,EIGHTH ST,42.37474921,-71.05270605,"(42.37474921, -71.05270605)"
I162067846,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,,,08/21/2016 06:30:00 PM,18,2016,8,Sunday,Part One,,,,"(0E-8, 0E-8)"
I162040104,00301,Robbery,ROBBERY - STREET,A7,23,,05/23/2016 01:15:00 AM,1,2016,5,Monday,Part One,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162034353,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,165,,04/28/2016 07:00:00 PM,19,2016,4,Thursday,Part One,HARRISON AVE,,,"(0E-8, 0E-8)"
I162078107,00301,Robbery,ROBBERY - STREET,E13,577,,09/24/2016 02:44:00 AM,2,2016,9,Saturday,Part One,ATHERTON ST,42.31616207,-71.09903147,"(42.31616207, -71.09903147)"
I162068938,00613,Larceny,LARCENY SHOPLIFTING,C6,186,,08/24/2016 06:35:00 PM,18,2016,8,Wednesday,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I162051424,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,379,,06/28/2016 04:23:00 PM,16,2016,6,Tuesday,Part One,GALLIVAN BLVD,42.283363,-71.05037781,"(42.283363, -71.05037781)"
I162067762,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,463,,08/21/2016 02:09:00 PM,14,2016,8,Sunday,Part One,ANGELL ST,42.29642088,-71.08876313,"(42.29642088, -71.08876313)"
I162012567,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,639,,02/16/2016 12:30:00 PM,12,2016,2,Tuesday,Part One,ROCKVIEW ST,42.31354886,-71.110455,"(42.31354886, -71.110455)"
I162070227,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,325,,08/29/2016 07:30:00 AM,7,2016,8,Monday,Part One,WAYLAND ST,42.31398981,-71.07584635,"(42.31398981, -71.07584635)"
I162044384,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,611,,06/05/2016 11:16:00 PM,23,2016,6,Sunday,Part One,SAINT ALBANS RD,42.33366323,-71.10711427,"(42.33366323, -71.10711427)"
I162040407,00619,Larceny,LARCENY ALL OTHERS,C6,936,,05/23/2016 10:56:00 PM,22,2016,5,Monday,Part One,JOYCE HAYES WAY,42.33809641,-71.05418821,"(42.33809641, -71.05418821)"
I162079847,00613,Larceny,LARCENY SHOPLIFTING,A1,98,,09/29/2016 05:10:00 PM,17,2016,9,Thursday,Part One,WASHINGTON ST,42.35724324,-71.05849672,"(42.35724324, -71.05849672)"
I162011614,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,430,,02/13/2016 12:04:00 AM,0,2016,2,Saturday,Part One,BLUE HILL AVE,42.28480303,-71.09114391,"(42.28480303, -71.09114391)"
I162049031,00613,Larceny,LARCENY SHOPLIFTING,E13,581,,06/20/2016 06:46:00 PM,18,2016,6,Monday,Part One,CENTRE ST,42.32284485,-71.10384777,"(42.32284485, -71.10384777)"
I162060410,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,922,,07/28/2016 04:32:00 PM,16,2016,7,Thursday,Part One,DR. MARY MOORE BEATTY CIR,42.27308641,-71.080129,"(42.27308641, -71.080129)"
I162060887,00613,Larceny,LARCENY SHOPLIFTING,C11,385,,07/30/2016 09:00:00 AM,9,2016,7,Saturday,Part One,GALLIVAN BLVD,42.28410589,-71.04608937,"(42.28410589, -71.04608937)"
I162014815,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,679,,02/24/2016 03:00:00 PM,15,2016,2,Wednesday,Part One,ALBANO ST,42.28440499,-71.1328883,"(42.28440499, -71.1328883)"
I162078222,00616,Larceny,LARCENY THEFT OF BICYCLE,E13,574,,09/21/2016 08:00:00 PM,20,2016,9,Wednesday,Part One,BROOKSIDE AVE,42.31074479,-71.10592366,"(42.31074479, -71.10592366)"
I162053964,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,379,,07/06/2016 11:00:00 PM,23,2016,7,Wednesday,Part One,SARANAC ST,42.28419895,-71.05440749,"(42.28419895, -71.05440749)"
I162006175,00613,Larceny,LARCENY SHOPLIFTING,C6,256,,01/09/2016 07:06:00 PM,19,2016,1,Saturday,Part One,WILLIAM T MORRISSEY BLVD,42.31928523,-71.05027167,"(42.31928523, -71.05027167)"
I162067974,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,645,,08/21/2016 03:00:00 PM,15,2016,8,Sunday,Part One,ROANOKE AVE,42.31015452,-71.11141405,"(42.31015452, -71.11141405)"
I162075300,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,294,,09/15/2016 11:03:00 AM,11,2016,9,Thursday,Part One,REGENT ST,42.32529918,-71.08454035,"(42.32529918, -71.08454035)"
I162052826,00617,Larceny,LARCENY THEFT FROM BUILDING,E18,520,,07/03/2016 05:30:00 PM,17,2016,7,Sunday,Part One,HYDE PARK AVE,42.25767476,-71.12367146,"(42.25767476, -71.12367146)"
I162007296,00724,Auto Theft,AUTO THEFT,D4,161,,01/27/2016 07:59:21 PM,19,2016,1,Wednesday,Part One,CASTLE CT,42.34518938,-71.06761488,"(42.34518938, -71.06761488)"
I162027700,00361,Robbery,ROBBERY - OTHER,B3,427,,04/10/2016 08:57:00 AM,8,2016,4,Sunday,Part One,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
